,0,1,2,3,4,5
0,400.0,110.0,9456.769725426415,3567.007081718091,4.259996709792523,3.08822002834794
1,400.0,110.0,9378.210375668677,3219.196477950292,4.202729978146812,2.4676040509425134
2,400.0,110.0,9457.91222195455,3170.138708040384,4.453345201724364,2.2865126244920977
3,400.0,110.0,9518.88298922001,3160.312053193727,4.455203255071332,1.7427108414965826
4,400.0,110.0,9482.340790870609,3284.5618232460124,4.402729756212481,1.7637720764691054
5,400.0,110.0,9548.413833338589,3239.635046981667,4.309073094030264,1.8635919075845053
6,400.0,110.0,9540.716606761956,3295.805619345882,4.249830688159725,1.3414214782854716
7,400.0,110.0,9500.173351454454,3214.815564148924,4.950737736151511,1.8452330299193294
8,400.0,110.0,9500.173351454454,3214.815564148924,4.950737736151511,1.8452330299193294
9,400.0,110.0,9479.965973268532,3219.892897729015,4.70802153524773,1.4274744227532523
10,400.0,110.0,9525.942539353831,3363.5750284057344,4.188936192233741,1.3424880797777745
11,400.0,110.0,9621.019113996741,3302.414904015631,4.5207402000196355,1.5726910754827823
12,400.0,110.0,9595.783963375408,3345.8874723938993,4.336631733830995,1.9745279739209176
13,400.0,110.0,9601.040540814,3385.2772858726867,4.2482739325302585,1.8610637229085236
14,400.0,110.0,9601.727911389633,3462.3438054569524,4.410238262019933,1.4946348422771054
15,400.0,110.0,9610.62248088049,3323.834368493647,4.096731142328603,1.751240558213944
16,400.0,110.0,9601.451904836309,3455.727489758233,4.113953807298231,2.257748023038663
17,400.0,110.0,9645.626597220924,3561.172987677918,4.388743128333384,2.468582024574007
18,400.0,110.0,9645.626597220924,3561.172987677918,4.388743128333384,2.468582024574007
19,400.0,110.0,9735.84416219094,3931.7910154138076,3.4491995192665854,1.1546597483954173
20,400.0,110.0,9736.14889104997,3984.6969373782094,3.560664570046625,0.7576142554473051
21,400.0,110.0,9782.857205463592,3943.5010920679065,3.8667471545312675,0.525388463678018
22,400.0,110.0,9782.857205463592,3943.5010920679065,3.8667471545312675,0.525388463678018
23,400.0,110.0,9808.422291931314,3928.6400047624093,3.8726572058169744,0.7119720813635182
24,400.0,110.0,9768.172785667743,3901.033250074947,4.469338465799798,0.832412505620263
25,400.0,110.0,9735.609281971092,3853.5240111203766,3.961945983824597,0.28734798445896126
26,400.0,110.0,9778.634488056881,3519.1114372361276,4.585149119781575,1.8812490377971562
27,400.0,110.0,9771.751701240119,3597.2223645294434,4.66828497263536,2.2688846810320675
28,400.0,110.0,9771.751701240119,3597.2223645294434,4.66828497263536,2.2688846810320675
29,400.0,110.0,9986.195738629127,3579.406345699974,1.7850469232282096,1.2252247706036914
30,400.0,110.0,9989.041859761772,3603.9125738589546,2.4154347077094447,1.5797392315690038
31,400.0,110.0,9989.041859761772,3603.9125738589546,2.4154347077094447,1.5797392315690038
32,400.0,110.0,9975.612846194817,3581.9719208342835,2.2933405612110604,1.3092472748552488
33,400.0,110.0,9975.612846194817,3581.9719208342835,2.2933405612110604,1.3092472748552488
34,400.0,110.0,9979.770291031096,3682.654099132938,2.4755706740083885,1.2953137699485584
35,400.0,110.0,9979.770291031096,3682.654099132938,2.4755706740083885,1.2953137699485584
36,400.0,110.0,9979.770291031096,3682.654099132938,2.4755706740083885,1.2953137699485584
37,400.0,110.0,9891.96759105301,3902.9252366913443,3.802387805997804,0.6597178587365916
38,400.0,110.0,9890.846374126912,3909.1273074740184,3.829074911538297,1.516200265427813
39,400.0,110.0,9897.894945289172,4060.8286739614623,4.412222643287656,1.6776684195460099
40,400.0,110.0,9897.894945289172,4060.8286739614623,4.412222643287656,1.6776684195460099
41,400.0,110.0,9897.894945289172,4060.8286739614623,4.412222643287656,1.6776684195460099
42,400.0,110.0,9884.541695348913,4062.7671046972923,3.996325099378633,1.5743910154731489
43,400.0,110.0,9900.600139499342,4060.395820136001,4.372254619587594,1.9528953933131217
44,400.0,110.0,9914.757498760506,3949.0603445862316,4.357790612436932,1.926186887577696
45,400.0,110.0,9958.964059732269,4104.616567856812,4.7658430842140405,1.566135161807002
46,400.0,110.0,9958.964059732269,4104.616567856812,4.7658430842140405,1.566135161807002
47,400.0,110.0,9959.164314735677,4018.5525476188154,4.849950909146161,1.5860716984049315
48,400.0,110.0,9959.778667863222,4033.2327684900774,4.875890837165608,1.699144553081119
49,400.0,110.0,9959.778667863222,4033.2327684900774,4.875890837165608,1.699144553081119
50,400.0,110.0,9959.778667863222,4033.2327684900774,4.875890837165608,1.699144553081119
51,400.0,110.0,9999.3922952547,4078.6007363405934,4.84555290546792,1.6345435424966575
52,400.0,110.0,9999.3922952547,4078.6007363405934,4.84555290546792,1.6345435424966575
53,400.0,110.0,9999.3922952547,4078.6007363405934,4.84555290546792,1.6345435424966575
54,400.0,110.0,9999.3922952547,4078.6007363405934,4.84555290546792,1.6345435424966575
55,400.0,110.0,9922.155609193505,4072.607178371647,4.807282346282661,1.4743203807111056
56,400.0,110.0,9911.75464920799,4126.004972400782,4.864605563234079,1.4922027379242297
57,400.0,110.0,9911.75464920799,4126.004972400782,4.864605563234079,1.4922027379242297
58,400.0,110.0,9938.591829799616,3673.0735728372483,4.084853138149208,0.2905320214634303
59,400.0,110.0,9925.404567166512,3616.551944875212,4.024546374290612,0.2692836549255169
60,400.0,110.0,9911.975805866396,3725.8594562262015,4.006501521900057,0.4009822827020887
61,400.0,110.0,9911.975805866396,3725.8594562262015,4.006501521900057,0.4009822827020887
62,400.0,110.0,9911.975805866396,3725.8594562262015,4.006501521900057,0.4009822827020887
63,400.0,110.0,9950.989440638454,3423.6156251734064,2.0556667652262406,1.0862715531973608
64,400.0,110.0,9950.989440638454,3423.6156251734064,2.0556667652262406,1.0862715531973608
65,400.0,110.0,9950.989440638454,3423.6156251734064,2.0556667652262406,1.0862715531973608
66,400.0,110.0,9948.043740173063,3399.6304590457385,1.8090461819401147,1.019891579763385
67,400.0,110.0,9938.470768709318,3314.4217057094647,1.8933465870525472,1.6710639849665012
