,0,1,2
0,19.031101035587042,6.42949109462192,1.5600867276644277
1,19.106069606345155,5.79772565692724,1.653899396056733
2,20.251190743498327,6.626510979287015,1.5684594526425806
3,20.947759288699924,5.783583164439786,1.466957470693326
4,20.460021366361282,7.089609253390053,1.7461460685136923
5,21.674001737517518,5.415258708170993,1.5026416809794079
6,22.329613599532113,6.085887844118821,1.531144417195457
7,21.76874393207213,6.560886389089738,1.665174553787466
8,23.755193898494216,6.596791432281464,1.4892185014474495
9,23.422127321908697,5.812809959557426,1.5619419707042852
0,0.320796043324931,0.12294097949903729,0.09141636731806581
1,0.32436115082927003,0.0993637968414635,0.06493158990817725
2,0.4066095144948074,0.13656110392740867,0.08768246718087619
3,0.3967161030781204,0.11971974140580725,0.05895897097613455
4,0.39630207702833703,0.13557415375332652,0.17432919750812584
5,0.44786153760283537,0.11161831309976424,0.05627846352277853
6,0.4026760569515115,0.10959184883525619,0.04992964805020533
7,0.41402719235757857,0.12863443201188204,0.07711231548080519
8,0.37728054238343645,0.1269960117504045,0.05296537697141271
9,0.350234184880173,0.10818402201749792,0.05328844573039246
